,hike_name,region,length,elevation gain,rating,number_votes,features,which_pass,lat,long,numReports,url
335,Carbon Glacier,Mount Rainier Area,NR,NR,3.50 out of 5,(14 votes) Log in to rate,[],NR,46.9771,-121.8315,61,http://www.wta.org/go-hiking/hikes/carbon-glacier
336,Surprise Lake Snowshoe,Central Cascades,NR,NR,2.80 out of 5,(5 votes) Log in to rate,[],NR,46.5687,-121.5996,55,http://www.wta.org/go-hiking/hikes/surprise-lake-snowshoe
337,Poo Poo Point,Issaquah Alps,NR,NR,3.67 out of 5,(63 votes) Log in to rate,[],NR,47.5195,-122.0299,432,http://www.wta.org/go-hiking/hikes/poo-poo-point
338,Mima Falls,Olympic Peninsula,NR,NR,3.44 out of 5,(9 votes) Log in to rate,[],NR,46.9019,-123.0640,95,http://www.wta.org/go-hiking/hikes/mima-falls
339,Sunrise Lake,Mount Rainier Area,NR,NR,3.70 out of 5,(10 votes) Log in to rate,[],NR,46.9175,-121.5878,3,http://www.wta.org/go-hiking/hikes/sunrise-lake
340,Dege Peak,Mount Rainier Area,NR,NR,3.83 out of 5,(12 votes) Log in to rate,[],NR,46.9146,-121.6423,40,http://www.wta.org/go-hiking/hikes/dege-peak
341,Palisades Lakes,Mount Rainier Area,NR,NR,3.53 out of 5,(15 votes) Log in to rate,[],NR,46.9175,-121.5878,104,http://www.wta.org/go-hiking/hikes/palisades-lakes
342,Bob Heirman Wildlife Preserve,Puget Sound and Islands,NR,NR,2.00 out of 5,(4 votes) Log in to rate,[],NR,47.8615,-122.0932,6,http://www.wta.org/go-hiking/hikes/bob-hierman-preserve
343,Spencer Island,Puget Sound and Islands,NR,NR,3.38 out of 5,(8 votes) Log in to rate,[],NR,47.9942,-122.1793,58,http://www.wta.org/go-hiking/hikes/spencer-island
344,McGarvey Park,Issaquah Alps,NR,NR,3.00 out of 5,(1 vote) Log in to rate,[],NR,47.4491,-122.1098,6,http://www.wta.org/go-hiking/hikes/mcgarvey-park
345,Gazzam Lake Nature Preserve,Puget Sound and Islands,NR,NR,4.33 out of 5,(9 votes) Log in to rate,[],NR,47.6097,-122.5637,31,http://www.wta.org/go-hiking/hikes/gazzam-lake-close-beach
346,Burnt Bridge Creek - Stewart Glen Section,Southwest Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,45.6733,-122.6903,1,http://www.wta.org/go-hiking/hikes/burnt-bridge-creek-stewart-glen-section
347,Duckabush River,Olympic Peninsula,NR,NR,3.45 out of 5,(20 votes) Log in to rate,[],NR,47.6845,-123.0595,303,http://www.wta.org/go-hiking/hikes/duckabush-river
348,Larch Mountain,Southwest Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,45.5776,-122.1172,6,http://www.wta.org/go-hiking/hikes/larch-mountain
349,Chain Lakes Loop,North Cascades,NR,NR,4.40 out of 5,(25 votes) Log in to rate,[],NR,48.8469,-121.6925,196,http://www.wta.org/go-hiking/hikes/chain-lakes-3
350,Gold Mine Trail,Puget Sound and Islands,NR,NR,3.33 out of 5,(3 votes) Log in to rate,[],NR,48.9244,-122.2620,20,http://www.wta.org/go-hiking/hikes/gold-mine-trail
351,East Bank Ross Lake,North Cascades,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,48.7055,-120.9608,48,http://www.wta.org/go-hiking/hikes/east-bank-ross-lake-737
352,Sumas Mountain,Puget Sound and Islands,NR,NR,3.75 out of 5,(8 votes) Log in to rate,[],NR,48.9245,-122.2616,17,http://www.wta.org/go-hiking/hikes/sumas-mountain
353,Dirtyface Ridge Snowshoe,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.8088,-120.7148,6,http://www.wta.org/go-hiking/hikes/dirty-face-ridge-snowshoe
354,Kachess Lake,Snoqualmie Region,NR,NR,3.50 out of 5,(6 votes) Log in to rate,[],NR,47.3587,-121.2460,13,http://www.wta.org/go-hiking/hikes/kachess-lake-shore
355,Olympic Hot Springs,Olympic Peninsula,NR,NR,3.60 out of 5,(10 votes) Log in to rate,[],NR,47.9775,-123.6925,44,http://www.wta.org/go-hiking/hikes/olympic-hot-springs
356,Mount Spokane State Park - Trail 120,Eastern Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.9046,-117.1027,1,http://www.wta.org/go-hiking/hikes/mount-spokane-state-park-trail-120
357,Salmon Ridge Snowshoe,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.9076,-121.6941,10,http://www.wta.org/go-hiking/hikes/salmon-ridge-snowshoe
358,Franklin Falls,Snoqualmie Region,NR,NR,4.11 out of 5,(57 votes) Log in to rate,[],NR,47.4130,-121.4416,557,http://www.wta.org/go-hiking/hikes/franklin-falls
359,Rattlesnake Mountain,Snoqualmie Region,NR,NR,3.43 out of 5,(30 votes) Log in to rate,[],NR,47.5092,-121.8434,340,http://www.wta.org/go-hiking/hikes/rattle-snake-mountain
360,Seward Park,Puget Sound and Islands,NR,NR,4.00 out of 5,(4 votes) Log in to rate,[],NR,47.5499,-122.2577,16,http://www.wta.org/go-hiking/hikes/seward-park
361,Foulweather Bluff Preserve Trail,Olympic Peninsula,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],NR,47.9255,-122.6008,9,http://www.wta.org/go-hiking/hikes/foulweather-bluff-preserve-trail
362,Saint Edward State Park,Puget Sound and Islands,NR,NR,3.94 out of 5,(16 votes) Log in to rate,[],NR,47.7329,-122.2583,52,http://www.wta.org/go-hiking/hikes/north-trail-saint-edward-state-park
363,Mount McCausland,Central Cascades,NR,NR,4.64 out of 5,(11 votes) Log in to rate,[],NR,47.8020,-121.0781,89,http://www.wta.org/go-hiking/hikes/mt.-mccausland
364,Lunds Gulch / Meadowdale Beach Park,Puget Sound and Islands,NR,NR,3.38 out of 5,(13 votes) Log in to rate,[],NR,47.8558,-122.3175,95,http://www.wta.org/go-hiking/hikes/lunds-gulch-meadowdale-county-park
365,Wood Lake,South Cascades,NR,NR,2.67 out of 5,(6 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/wood-lake
366,Umtanum Creek Falls,Central Washington,NR,NR,3.50 out of 5,(10 votes) Log in to rate,[],NR,46.8996,-120.6435,64,http://www.wta.org/go-hiking/hikes/umtanum-creek-falls
367,Twin Sisters Lakes,South Cascades,NR,NR,3.22 out of 5,(9 votes) Log in to rate,[],NR,46.7520,-121.3615,69,http://www.wta.org/go-hiking/hikes/twin-sisters
368,Tronsen Ridge,Central Cascades,NR,NR,3.89 out of 5,(9 votes) Log in to rate,[],NR,47.3227,-120.5265,92,http://www.wta.org/go-hiking/hikes/tronsen-ridge
369,Talapus and Olallie Lakes,Snoqualmie Region,NR,NR,3.58 out of 5,(55 votes) Log in to rate,[],NR,47.4007,-121.5190,818,http://www.wta.org/go-hiking/hikes/talapus-lake
370,Southwest Loowit Loop,South Cascades,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],NR,46.1691,-122.2601,2,http://www.wta.org/go-hiking/hikes/southwest-loowit-loop
371,Spada Lake - Culmback Dam,Central Cascades,NR,NR,2.00 out of 5,(1 vote) Log in to rate,[],NR,47.9754,-121.6865,6,http://www.wta.org/go-hiking/hikes/spada-lake-culmback-dam
372,Shriner Peak,Mount Rainier Area,NR,NR,3.55 out of 5,(11 votes) Log in to rate,[],NR,46.8018,-121.5551,135,http://www.wta.org/go-hiking/hikes/shriner-peak
373,Shorthorn,South Cascades,NR,NR,3.80 out of 5,(5 votes) Log in to rate,[],NR,46.1989,-121.0593,5,http://www.wta.org/go-hiking/hikes/shorthorn
374,Shellrock Lake,South Cascades,NR,NR,3.00 out of 5,(5 votes) Log in to rate,[],NR,46.6438,-121.3801,20,http://www.wta.org/go-hiking/hikes/shellrock-lake
375,Scorpion Mountain,Central Cascades,NR,NR,4.20 out of 5,(5 votes) Log in to rate,[],NR,47.7966,-121.2622,19,http://www.wta.org/go-hiking/hikes/scorpion-mountain
376,Round Mountain,South Cascades,NR,NR,3.67 out of 5,(6 votes) Log in to rate,[],NR,46.6344,-121.3033,31,http://www.wta.org/go-hiking/hikes/round-mountain
377,Riley Camp,South Cascades,NR,NR,3.00 out of 5,(5 votes) Log in to rate,[],NR,46.2323,-121.6272,9,http://www.wta.org/go-hiking/hikes/riley-camp
378,Ridgefield National Wildlife Refuge,Southwest Washington,NR,NR,3.80 out of 5,(5 votes) Log in to rate,[],NR,45.8310,-122.7466,10,http://www.wta.org/go-hiking/hikes/ridgefield-national-wildlife-refuge
379,Purcell Lookout,South Cascades,NR,NR,3.00 out of 5,(5 votes) Log in to rate,[],NR,46.5814,-121.8327,11,http://www.wta.org/go-hiking/hikes/purcell-lookout
380,Paradise,Mount Rainier Area,NR,NR,2.71 out of 5,(7 votes) Log in to rate,[],NR,46.7862,-121.7354,54,http://www.wta.org/go-hiking/hikes/paradise
381,Silver Star Mountain - Ed's Trail,Southwest Washington,NR,NR,3.88 out of 5,(8 votes) Log in to rate,[],NR,45.7673,-122.2433,40,http://www.wta.org/go-hiking/hikes/eds-trail
382,Point No Point Park,Olympic Peninsula,NR,NR,3.00 out of 5,(1 vote) Log in to rate,[],NR,47.9115,-122.5291,8,http://www.wta.org/go-hiking/hikes/point-no-point
383,North Fork Sauk Falls,North Cascades,NR,NR,3.86 out of 5,(7 votes) Log in to rate,[],NR,48.0985,-121.3709,41,http://www.wta.org/go-hiking/hikes/north-fork-sauk-falls
384,Moraine Trail,Mount Rainier Area,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,46.7864,-121.7365,4,http://www.wta.org/go-hiking/hikes/moraine-trail
385,Mirror Lakes,Mount Rainier Area,NR,NR,3.00 out of 5,(5 votes) Log in to rate,[],NR,46.7957,-121.8415,9,http://www.wta.org/go-hiking/hikes/mirror-lakes
386,Minotaur Lake,Central Cascades,NR,NR,3.53 out of 5,(15 votes) Log in to rate,[],NR,47.8278,-121.0297,122,http://www.wta.org/go-hiking/hikes/minotaur-lake
387,Lookout Mountain Lookout - Methow,North Cascades,NR,NR,4.20 out of 5,(5 votes) Log in to rate,[],NR,48.3241,-120.1846,30,http://www.wta.org/go-hiking/hikes/lookout-mountain-lookout-okanogan
388,Longs Pass,Snoqualmie Region,NR,NR,4.11 out of 5,(9 votes) Log in to rate,[],NR,47.4367,-120.9372,143,http://www.wta.org/go-hiking/hikes/longs-pass
389,Libby Lake,North Cascades,NR,NR,3.14 out of 5,(7 votes) Log in to rate,[],NR,48.2759,-120.2900,15,http://www.wta.org/go-hiking/hikes/libby-lake
390,Layser Cave,South Cascades,NR,NR,2.17 out of 5,(6 votes) Log in to rate,[],NR,46.4597,-121.8693,7,http://www.wta.org/go-hiking/hikes/layser-cave
391,Lake Dorothy - Lake Bear - Lake Deer,Central Cascades,NR,NR,3.76 out of 5,(25 votes) Log in to rate,[],NR,47.6089,-121.3861,354,http://www.wta.org/go-hiking/hikes/dorothy-lake
392,Kraus Ridge,South Cascades,NR,NR,2.00 out of 5,(4 votes) Log in to rate,[],NR,46.4649,-121.8974,2,http://www.wta.org/go-hiking/hikes/kraus-ridge
393,Killen Creek to High Camp,South Cascades,NR,NR,3.38 out of 5,(8 votes) Log in to rate,[],NR,46.2885,-121.5525,31,http://www.wta.org/go-hiking/hikes/killen-creek
394,Kautz Creek to Indian Henry's Hunting Ground,Mount Rainier Area,NR,NR,3.12 out of 5,(8 votes) Log in to rate,[],NR,46.7364,-121.8555,65,http://www.wta.org/go-hiking/hikes/kautz-creek-to-indian-henrys-hunting-ground
395,June Lake,South Cascades,NR,NR,3.50 out of 5,(6 votes) Log in to rate,[],NR,46.1373,-122.1569,23,http://www.wta.org/go-hiking/hikes/june-lake
396,Johnson Peak-Lily Basin,South Cascades,NR,NR,3.50 out of 5,(6 votes) Log in to rate,[],NR,46.5641,-121.5999,54,http://www.wta.org/go-hiking/hikes/lilly-basin
397,Iron Creek Campground,South Cascades,NR,NR,2.75 out of 5,(4 votes) Log in to rate,[],NR,46.4291,-121.9878,5,http://www.wta.org/go-hiking/hikes/iron-creek-campground
398,Indian Bar - Summerland Traverse,Mount Rainier Area,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,46.7656,-121.6349,1,http://www.wta.org/go-hiking/hikes/indian-bar-summerland-traverse
399,Ice Cave - Natural Bridges Nature Trails,South Cascades,NR,NR,2.20 out of 5,(5 votes) Log in to rate,[],NR,46.1298,-121.8392,3,http://www.wta.org/go-hiking/hikes/ice-cave-natural-bridges-nature-trails
400,Hyas Lake,Snoqualmie Region,NR,NR,2.00 out of 5,(7 votes) Log in to rate,[],NR,47.5452,-121.0984,100,http://www.wta.org/go-hiking/hikes/hyas-lake
401,Elk Mountain to Maiden Peak,Olympic Peninsula,NR,NR,4.50 out of 5,(2 votes) Log in to rate,[],NR,47.9345,-123.3209,1,http://www.wta.org/go-hiking/hikes/elk-mtn-to-maiden-peak
402,Deer Park to Maiden Peak,Olympic Peninsula,NR,NR,4.00 out of 5,(2 votes) Log in to rate,[],NR,47.9497,-123.2648,2,http://www.wta.org/go-hiking/hikes/deer-park-to-maiden-peak
403,Hurricane Hill,Olympic Peninsula,NR,NR,4.00 out of 5,(15 votes) Log in to rate,[],NR,47.9766,-123.5178,128,http://www.wta.org/go-hiking/hikes/hurricane-hill
404,Hex Mountain,Snoqualmie Region,NR,NR,3.00 out of 5,(3 votes) Log in to rate,[],NR,47.2705,-120.9004,35,http://www.wta.org/go-hiking/hikes/hex-mountain-1
405,Harmony Falls,South Cascades,NR,NR,4.14 out of 5,(7 votes) Log in to rate,[],NR,46.2745,-122.1042,13,http://www.wta.org/go-hiking/hikes/harmony
406,Golden Gate,Mount Rainier Area,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,46.7860,-121.7350,26,http://www.wta.org/go-hiking/hikes/golden-gate
407,Gobblers Knob,Mount Rainier Area,NR,NR,2.83 out of 5,(6 votes) Log in to rate,[],NR,46.7790,-121.8844,84,http://www.wta.org/go-hiking/hikes/gobblers-knob
408,Glacier Basin Loop,Mount Rainier Area,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,46.9021,-121.6437,3,http://www.wta.org/go-hiking/hikes/glacier-basin-loop
409,Dock Butte,North Cascades,NR,NR,3.78 out of 5,(9 votes) Log in to rate,[],NR,48.6538,-121.7840,52,http://www.wta.org/go-hiking/hikes/dock-butte
410,Curly Creek Falls,Southwest Washington,NR,NR,3.60 out of 5,(5 votes) Log in to rate,[],NR,46.0603,-121.9707,11,http://www.wta.org/go-hiking/hikes/curly-creek-falls
411,Crofton Butte,South Cascades,NR,NR,2.71 out of 5,(7 votes) Log in to rate,[],NR,46.1216,-121.5612,2,http://www.wta.org/go-hiking/hikes/crofton-butte
412,Blue Lake and Sheep Canyon via South Fork Toutle,South Cascades,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,46.1458,-122.1834,18,http://www.wta.org/go-hiking/hikes/blue-lake-south-fork-toutle
413,Lowell Riverfront Park Trail,Puget Sound and Islands,NR,NR,3.67 out of 5,(3 votes) Log in to rate,[],NR,47.9478,-122.1925,16,http://www.wta.org/go-hiking/hikes/lowell-riverfront-park-trail
414,Kukutali Preserve,Puget Sound and Islands,NR,NR,4.00 out of 5,(3 votes) Log in to rate,[],NR,48.4210,-122.5529,25,http://www.wta.org/go-hiking/hikes/kukutali-preserve
415,Woodard Bay Conservation Area,Olympic Peninsula,NR,NR,2.40 out of 5,(5 votes) Log in to rate,[],NR,47.1269,-122.8538,13,http://www.wta.org/go-hiking/hikes/woodard-bay-conservation-area
416,Sulphur Creek,North Cascades,NR,NR,3.40 out of 5,(5 votes) Log in to rate,[],NR,48.2498,-121.1936,13,http://www.wta.org/go-hiking/hikes/sulphur-creek
417,Island Center Forest,Puget Sound and Islands,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,47.4365,-122.4710,14,http://www.wta.org/go-hiking/hikes/island-center-forest
418,Big Finn Hill Park,Puget Sound and Islands,NR,NR,4.00 out of 5,(2 votes) Log in to rate,[],NR,47.7243,-122.2368,3,http://www.wta.org/go-hiking/hikes/big-finn-hill
419,Maury Island Marine Park,Puget Sound and Islands,NR,NR,4.00 out of 5,(2 votes) Log in to rate,[],NR,47.3818,-122.4086,5,http://www.wta.org/go-hiking/hikes/maury-island-marine-park
420,Kelly Butte,Mount Rainier Area,NR,NR,3.85 out of 5,(13 votes) Log in to rate,[],NR,47.1625,-121.4805,105,http://www.wta.org/go-hiking/hikes/kelly-butte
421,Beaver Lake Preserve,Issaquah Alps,NR,NR,3.00 out of 5,(6 votes) Log in to rate,[],NR,47.5974,-121.9919,10,http://www.wta.org/go-hiking/hikes/beaver-lake-preserve
422,Cedar River Trail,Puget Sound and Islands,NR,NR,3.71 out of 5,(7 votes) Log in to rate,[],NR,47.5000,-122.2149,20,http://www.wta.org/go-hiking/hikes/cedar-river-trail
423,Peabody Creek Trail,Olympic Peninsula,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],NR,48.0993,-123.4260,12,http://www.wta.org/go-hiking/hikes/peabody-creek-trail
424,Copper Creek Hut Snowshoe,Mount Rainier Area,NR,NR,3.33 out of 5,(3 votes) Log in to rate,[],NR,46.7784,-122.0233,30,http://www.wta.org/go-hiking/hikes/copper-creek-hut-snowshoe
425,Red Town Creek,Issaquah Alps,NR,NR,3.00 out of 5,(6 votes) Log in to rate,[],NR,47.5345,-122.1285,10,http://www.wta.org/go-hiking/hikes/red-town-creek
426,Fragrance Lake,Puget Sound and Islands,NR,NR,3.58 out of 5,(26 votes) Log in to rate,[],NR,48.6534,-122.4902,196,http://www.wta.org/go-hiking/hikes/fragrance-lake
427,Kopachuck State Park Trail,Olympic Peninsula,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,47.3085,-122.6807,6,http://www.wta.org/go-hiking/hikes/kopachuck-state-park-trail
428,Nordic Pass - Hyak,Snoqualmie Region,NR,NR,3.67 out of 5,(6 votes) Log in to rate,[],NR,47.3930,-121.3958,29,http://www.wta.org/go-hiking/hikes/nordic-pass-hyak
429,Hall Mountain,Eastern Washington,NR,NR,3.38 out of 5,(8 votes) Log in to rate,[],NR,48.8075,-117.2584,20,http://www.wta.org/go-hiking/hikes/hall-mountain
430,North Fork Entiat River,Central Cascades,NR,NR,2.50 out of 5,(4 votes) Log in to rate,[],NR,48.0058,-120.5763,25,http://www.wta.org/go-hiking/hikes/north-fork-entiat-river
431,Big Meadow Lake,Eastern Washington,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,48.7266,-117.5629,2,http://www.wta.org/go-hiking/hikes/big-meadow-lake
432,Jungle Hill Loop,Eastern Washington,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,48.6066,-118.4776,3,http://www.wta.org/go-hiking/hikes/jungle-hill
433,Thirteenmile (13 mile),Eastern Washington,NR,NR,2.25 out of 5,(4 votes) Log in to rate,[],NR,48.4818,-118.7353,14,http://www.wta.org/go-hiking/hikes/thirteenmile
434,Clackamas Mountain,Eastern Washington,NR,NR,4.33 out of 5,(3 votes) Log in to rate,[],NR,48.6805,-118.9069,1,http://www.wta.org/go-hiking/hikes/clackamas-mountain-trail
435,Slab Camp Creek and Gray Wolf River,Olympic Peninsula,NR,NR,3.60 out of 5,(5 votes) Log in to rate,[],NR,47.9654,-123.1938,66,http://www.wta.org/go-hiking/hikes/upper-gray-wolf-river
436,Grand Park via Lake Eleanor,Mount Rainier Area,NR,NR,4.33 out of 5,(15 votes) Log in to rate,[],NR,46.9963,-121.6413,260,http://www.wta.org/go-hiking/hikes/grand-park
437,Lake Ann (Rainy Pass),North Cascades,NR,NR,4.29 out of 5,(14 votes) Log in to rate,[],NR,48.5156,-120.7362,53,http://www.wta.org/go-hiking/hikes/lake-ann-maple-pass-loop
438,Twisp Pass,North Cascades,NR,NR,3.60 out of 5,(10 votes) Log in to rate,[],NR,48.4586,-120.5675,56,http://www.wta.org/go-hiking/hikes/twisp-pass
439,Cape Horn,Southwest Washington,NR,NR,3.38 out of 5,(8 votes) Log in to rate,[],NR,45.5890,-122.1787,46,http://www.wta.org/go-hiking/hikes/cape-horn
440,North Fork Skokomish River,Olympic Peninsula,NR,NR,3.50 out of 5,(6 votes) Log in to rate,[],NR,47.5157,-123.3295,116,http://www.wta.org/go-hiking/hikes/north-fork-skokomish-river
441,Quarry,Issaquah Alps,NR,NR,4.00 out of 5,(7 votes) Log in to rate,[],NR,47.5241,-122.1151,53,http://www.wta.org/go-hiking/hikes/quarry
442,Blandford Canyon,Southwest Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/blandford-canyon
443,Children of the Sun,Eastern Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.7746,-117.4019,2,http://www.wta.org/go-hiking/hikes/children-of-the-sun
444,Patterson Mountain,North Cascades,NR,NR,3.50 out of 5,(6 votes) Log in to rate,[],NR,48.4621,-120.2441,16,http://www.wta.org/go-hiking/hikes/patterson-mountain
445,Echo Ridge,Central Cascades,NR,NR,2.00 out of 5,(3 votes) Log in to rate,[],NR,47.9394,-120.0419,11,http://www.wta.org/go-hiking/hikes/echo-ridge
446,Tronsen Meadow,Snoqualmie Region,NR,NR,2.50 out of 5,(4 votes) Log in to rate,[],NR,47.3290,-120.5532,16,http://www.wta.org/go-hiking/hikes/tronson-meadow
447,Eightmile Lake,Central Cascades,NR,NR,3.62 out of 5,(16 votes) Log in to rate,[],NR,47.5360,-120.8139,200,http://www.wta.org/go-hiking/hikes/eightmile-lake
448,Lake Stuart,Central Cascades,NR,NR,3.47 out of 5,(15 votes) Log in to rate,[],NR,47.5277,-120.8210,208,http://www.wta.org/go-hiking/hikes/lake-stuart
449,Tiffany Lake,North Cascades,NR,NR,2.00 out of 5,(5 votes) Log in to rate,[],NR,48.7000,-119.9532,6,http://www.wta.org/go-hiking/hikes/tiffany-lake
